ind1_ano,ind2_ano,species,group_num,group,year,groupyear,kin,obs_hours,grooming,aggression,association2,association.total,coalition,sharing,sex1,sex2,population,demo1,demo2
i051,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,322.166666666667,0,4,2235,5491,0,0,M,F,1,FALSE,FALSE
i051,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,293.483333333333,300,6,3558,5387,0,0,M,M,1,FALSE,FALSE
i051,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,273.383333333333,120,1,1787,5217,0,0,M,F,1,FALSE,FALSE
i051,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,350.933333333333,180,0,1659,5751,0,0,M,F,1,FALSE,FALSE
i051,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,325.783333333333,0,0,3010,6080,0,0,M,F,1,FALSE,FALSE
i051,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,314.9,0,0,3258,5264,0,0,M,M,1,FALSE,FALSE
i051,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,325.483333333333,0,0,3002,5796,0,0,M,F,1,FALSE,FALSE
i051,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,0,378.45,1800,3,2617,5740,0,0,M,F,1,FALSE,FALSE
i051,i003,chimp,4,Kanyawara,2015,Kanyawara__2015,0,384.45,360,1,2931,5788,0,0,M,F,1,FALSE,FALSE
i051,i014,chimp,4,Kanyawara,2015,Kanyawara__2015,0,378.733333333333,1200,18,3227,5457,0,0,M,M,1,FALSE,FALSE
i051,i063,chimp,4,Kanyawara,2015,Kanyawara__2015,0,402.166666666667,540,0,2300,6277,0,0,M,F,1,FALSE,FALSE
i051,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,319.583333333333,3060,0,2499,6056,0,0,M,F,1,FALSE,TRUE
i051,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,358.8,300,1,771,5531,0,0,M,F,1,FALSE,TRUE
i051,i064,chimp,4,Kanyawara,2015,Kanyawara__2015,0,385.133333333333,11580,3,2821,5325,2,0,M,M,1,FALSE,FALSE
i051,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,300.283333333333,600,1,2450,5425,0,0,M,F,1,FALSE,FALSE
i051,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,283.433333333333,720,0,1335,5032,0,0,M,F,1,FALSE,TRUE
i051,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,314.3,60,3,2433,5130,0,0,M,M,1,FALSE,FALSE
i051,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,362.216666666667,120,1,2277,5881,0,0,M,F,1,FALSE,FALSE
i066,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,348.033333333333,1260,2,3293,5686,0,0,M,F,1,FALSE,TRUE
i066,i106,chimp,4,Kanyawara,2015,Kanyawara__2015,0,468.7,23340,12,4238,5466,4,0,M,M,1,FALSE,FALSE
i066,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,361.25,0,2,3755,5621,0,0,M,M,1,FALSE,FALSE
i066,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,330.566666666667,8880,6,1476,4975,8,0,M,M,1,FALSE,FALSE
i066,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,357.283333333333,120,3,2247,5406,1,0,M,F,1,FALSE,FALSE
i066,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,328.6,180,3,3504,5368,1,0,M,M,1,FALSE,FALSE
i066,i051,chimp,4,Kanyawara,2015,Kanyawara__2015,0,455.016666666667,16860,17,4226,5479,17,0,M,M,1,FALSE,TRUE
i066,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,308.5,0,0,1845,5086,0,0,M,F,1,FALSE,FALSE
i066,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,386.05,180,1,1680,5657,0,0,M,F,1,FALSE,FALSE
i066,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,360.9,0,3,2931,6086,0,0,M,F,1,FALSE,FALSE
i066,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,350.016666666667,13500,1,3264,5185,0,0,M,M,1,FALSE,FALSE
i066,i102,chimp,4,Kanyawara,2015,Kanyawara__2015,0,486.083333333333,2940,2,2820,6496,1,0,M,F,1,FALSE,TRUE
i066,i092,chimp,4,Kanyawara,2015,Kanyawara__2015,0,459.533333333333,12660,16,3927,5616,6,0,M,M,1,FALSE,TRUE
i066,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,360.6,60,0,2972,5753,0,0,M,F,1,FALSE,FALSE
i066,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,0,413.566666666667,1320,7,2594,5690,0,0,M,F,1,FALSE,FALSE
i066,i003,chimp,4,Kanyawara,2015,Kanyawara__2015,0,419.566666666667,2640,9,2899,5747,0,0,M,F,1,FALSE,FALSE
i066,i014,chimp,4,Kanyawara,2015,Kanyawara__2015,0,413.85,23280,10,3224,5387,17,0,M,M,1,FALSE,FALSE
i066,i063,chimp,4,Kanyawara,2015,Kanyawara__2015,0,437.283333333333,840,2,2247,6257,0,0,M,F,1,FALSE,FALSE
i066,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,354.7,960,0,2471,6011,0,0,M,F,1,FALSE,TRUE
i066,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,393.916666666667,0,1,732,5497,0,0,M,F,1,FALSE,TRUE
i066,i002,chimp,4,Kanyawara,2015,Kanyawara__2015,0,487.033333333333,3840,5,3058,5718,0,0,M,F,1,FALSE,FALSE
i066,i064,chimp,4,Kanyawara,2015,Kanyawara__2015,0,420.25,18300,2,2610,5463,3,0,M,M,1,FALSE,FALSE
i066,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,335.4,660,3,2310,5492,0,0,M,F,1,FALSE,FALSE
i066,i028,chimp,4,Kanyawara,2015,Kanyawara__2015,0,455.85,240,2,3488,5792,0,0,M,M,1,FALSE,FALSE
i066,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,318.55,360,2,1296,4998,0,0,M,F,1,FALSE,TRUE
i066,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,349.416666666667,60,3,2376,5114,0,0,M,M,1,FALSE,FALSE
i066,i084,chimp,4,Kanyawara,2015,Kanyawara__2015,0,482.05,120,6,2258,5780,0,0,M,F,1,FALSE,FALSE
i066,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,397.333333333333,1200,0,2318,5767,0,0,M,F,1,FALSE,FALSE
i066,i009,chimp,4,Kanyawara,2015,Kanyawara__2015,0,465.833333333333,27960,3,3435,5296,9,0,M,M,1,FALSE,FALSE
i067,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,243.95,0,0,1601,5083,0,0,F,F,1,FALSE,FALSE
i067,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,257.166666666667,0,4,1644,5437,0,0,F,M,1,FALSE,FALSE
i067,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,226.483333333333,0,0,749,3407,0,0,F,M,1,FALSE,FALSE
i067,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,253.2,0,0,1570,3788,0,0,F,F,1,FALSE,FALSE
i067,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,224.516666666667,0,0,1685,4892,0,0,F,M,1,FALSE,FALSE
i067,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,204.416666666667,0,0,766,3870,0,0,F,F,1,FALSE,FALSE
i067,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,256.816666666667,0,0,1598,5124,0,0,F,F,1,FALSE,FALSE
i067,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,245.933333333333,240,0,1340,4814,0,0,F,M,1,FALSE,FALSE
i067,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,256.516666666667,0,0,1634,4796,0,0,F,F,1,FALSE,FALSE
i067,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,250.616666666667,300,0,1968,4219,1,0,F,F,1,FALSE,FALSE
i067,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,231.316666666667,0,2,1290,4217,0,0,F,F,1,FALSE,FALSE
i067,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,214.466666666667,0,0,671,3328,0,0,F,F,1,FALSE,FALSE
i067,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,245.333333333333,0,2,1082,4113,0,0,F,M,1,FALSE,FALSE
i110,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,218.8,0,0,2906,5458,0,0,F,F,1,FALSE,FALSE
i110,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,201.333333333333,0,0,1213,4623,0,0,F,M,1,FALSE,FALSE
i110,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,228.05,0,0,1830,5208,0,0,F,F,1,FALSE,FALSE
i110,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,199.366666666667,0,0,2533,5724,0,0,F,M,1,FALSE,FALSE
i110,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,179.266666666667,0,1,1481,4835,0,0,F,F,1,FALSE,FALSE
i110,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,220.783333333333,0,0,2436,5398,0,0,F,M,1,FALSE,FALSE
i110,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,231.366666666667,0,0,2583,5527,0,0,F,F,1,FALSE,FALSE
i110,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,225.466666666667,0,0,2248,5619,0,0,F,F,1,FALSE,FALSE
i110,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,206.166666666667,0,0,2138,5049,0,0,F,F,1,FALSE,FALSE
i110,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,189.316666666667,0,0,1170,4509,0,0,F,F,1,FALSE,FALSE
i110,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,220.183333333333,0,0,1993,4882,0,0,F,M,1,FALSE,FALSE
i043,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,207.916666666667,0,2,2757,5039,0,0,M,F,1,FALSE,FALSE
i043,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,190.45,0,0,1449,3819,0,0,M,M,1,FALSE,FALSE
i043,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,188.483333333333,0,0,2781,4908,0,0,M,M,1,FALSE,FALSE
i043,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,168.383333333333,0,0,1751,3997,0,0,M,F,1,FALSE,FALSE
i043,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,195.283333333333,0,0,1999,4620,0,0,M,F,1,FALSE,FALSE
i043,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,178.433333333333,0,0,1263,3848,0,0,M,F,1,FALSE,FALSE
i043,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,209.3,0,0,2241,4066,0,0,M,M,1,FALSE,FALSE
i102,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,343.983333333333,180,0,2642,6021,1,0,F,F,1,FALSE,TRUE
i102,i106,chimp,4,Kanyawara,2015,Kanyawara__2015,0,464.65,3420,2,2900,6488,0,0,F,M,1,FALSE,FALSE
i102,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,357.2,60,3,2793,6267,0,0,F,M,1,FALSE,FALSE
i102,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,326.516666666667,0,0,1177,4958,0,1,F,M,1,FALSE,FALSE
i102,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,353.233333333333,60,0,2166,5171,0,0,F,F,1,FALSE,FALSE
i102,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,324.55,120,1,2486,6070,0,0,F,M,1,FALSE,FALSE
i102,i051,chimp,4,Kanyawara,2015,Kanyawara__2015,0,450.966666666667,660,1,2874,6515,0,0,F,M,1,FALSE,TRUE
i102,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,304.45,0,2,1412,5203,0,0,F,F,1,FALSE,FALSE
i102,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,382,180,0,1931,5090,0,0,F,F,1,FALSE,FALSE
i102,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,356.85,1080,1,3029,5672,0,0,F,F,1,FALSE,FALSE
i102,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,345.966666666667,420,2,2175,5958,0,0,F,M,1,FALSE,FALSE
i102,i092,chimp,4,Kanyawara,2015,Kanyawara__2015,0,455.483333333333,1560,6,2864,6363,0,0,F,M,1,FALSE,TRUE
i102,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,356.55,840,0,2813,5596,0,0,F,F,1,FALSE,FALSE
i102,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,0,409.516666666667,240,0,2553,5415,0,0,F,F,1,FALSE,FALSE
i102,i003,chimp,4,Kanyawara,2015,Kanyawara__2015,0,415.516666666667,240,0,2771,5559,0,0,F,F,1,FALSE,FALSE
i102,i014,chimp,4,Kanyawara,2015,Kanyawara__2015,0,409.8,5160,0,2263,6032,0,0,F,M,1,FALSE,FALSE
i102,i063,chimp,4,Kanyawara,2015,Kanyawara__2015,0,433.233333333333,2820,2,2857,5331,1,0,F,F,1,FALSE,FALSE
i102,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,350.65,420,2,2533,5633,1,0,F,F,1,FALSE,TRUE
i102,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,389.866666666667,60,1,931,4982,0,0,F,F,1,FALSE,TRUE
i102,i064,chimp,4,Kanyawara,2015,Kanyawara__2015,0,416.2,1380,0,1982,5775,0,0,F,M,1,FALSE,FALSE
i102,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,331.35,0,0,1996,5490,0,0,F,F,1,FALSE,FALSE
i102,i028,chimp,4,Kanyawara,2015,Kanyawara__2015,0,451.8,2100,0,2722,6242,0,0,F,M,1,FALSE,FALSE
i102,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,314.5,0,0,1125,4853,0,0,F,F,1,FALSE,TRUE
i102,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,345.366666666667,0,6,1752,5422,0,0,F,M,1,FALSE,FALSE
i102,i084,chimp,4,Kanyawara,2015,Kanyawara__2015,0,478,2880,0,2212,5510,0,0,F,F,1,FALSE,FALSE
i102,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,393.283333333333,0,0,2223,5546,0,0,F,F,1,FALSE,FALSE
i102,i009,chimp,4,Kanyawara,2015,Kanyawara__2015,0,461.783333333333,420,0,2348,6067,0,0,F,M,1,FALSE,FALSE
i092,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,317.433333333333,180,6,3323,5567,0,0,M,F,1,FALSE,TRUE
i092,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,330.65,120,2,3756,5531,0,0,M,M,1,FALSE,FALSE
i092,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,299.966666666667,660,3,1398,4964,3,0,M,M,1,FALSE,FALSE
i092,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,326.683333333333,180,6,2259,5305,0,0,M,F,1,FALSE,FALSE
i092,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,298,0,2,3398,5385,0,0,M,M,1,FALSE,FALSE
i092,i051,chimp,4,Kanyawara,2015,Kanyawara__2015,0,424.416666666667,4620,14,4015,5601,2,0,M,M,1,FALSE,TRUE
i092,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,277.9,180,1,1669,5173,0,0,M,F,1,FALSE,FALSE
i092,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,355.45,540,2,1658,5590,0,0,M,F,1,FALSE,FALSE
i092,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,330.3,1740,4,2887,6041,0,0,M,F,1,FALSE,FALSE
i092,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,319.416666666667,0,2,2955,5405,0,0,M,M,1,FALSE,FALSE
i092,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,1,330,0,0,3386,5250,1,0,M,F,1,FALSE,FALSE
i092,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,1,382.966666666667,2880,2,2987,5208,0,0,M,F,1,FALSE,FALSE
i092,i003,chimp,4,Kanyawara,2015,Kanyawara__2015,1,388.966666666667,8940,0,3316,5241,1,0,M,F,1,FALSE,FALSE
i092,i014,chimp,4,Kanyawara,2015,Kanyawara__2015,0,383.25,5040,10,3108,5414,2,0,M,M,1,FALSE,FALSE
i092,i063,chimp,4,Kanyawara,2015,Kanyawara__2015,0,406.683333333333,480,0,2195,6220,0,0,M,F,1,FALSE,FALSE
i092,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,324.1,4140,1,2454,5939,0,0,M,F,1,FALSE,TRUE
i092,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,363.316666666667,4020,2,712,5428,0,0,M,F,1,FALSE,TRUE
i092,i064,chimp,4,Kanyawara,2015,Kanyawara__2015,0,389.65,1740,10,2570,5414,0,0,M,M,1,FALSE,FALSE
i092,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,304.8,600,0,2205,5508,0,0,M,F,1,FALSE,FALSE
i092,i028,chimp,4,Kanyawara,2015,Kanyawara__2015,0,425.25,60,2,3410,5781,1,0,M,M,1,FALSE,FALSE
i092,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,287.95,2220,10,1343,4862,0,0,M,F,1,FALSE,TRUE
i092,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,318.816666666667,0,0,2271,5130,1,0,M,M,1,FALSE,FALSE
i092,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,366.733333333333,120,1,2282,5714,0,0,M,F,1,FALSE,FALSE
i137,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,218.5,0,0,2836,5236,0,0,F,F,1,FALSE,FALSE
i137,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,201.033333333333,0,0,1127,4417,0,0,F,M,1,FALSE,FALSE
i137,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,227.75,300,0,2123,4623,0,0,F,F,1,FALSE,FALSE
i137,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,199.066666666667,0,0,2719,5246,0,0,F,M,1,FALSE,FALSE
i137,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,178.966666666667,0,0,1355,4669,0,0,F,F,1,FALSE,FALSE
i137,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,220.483333333333,0,0,2337,5205,0,0,F,M,1,FALSE,FALSE
i137,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,225.166666666667,240,0,2321,5254,0,0,F,F,1,FALSE,FALSE
i137,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,205.866666666667,60,0,1896,4999,0,0,F,F,1,FALSE,FALSE
i137,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,189.016666666667,180,0,1119,4268,0,0,F,F,1,FALSE,FALSE
i137,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,219.883333333333,240,0,1925,4658,0,0,F,M,1,FALSE,FALSE
i089,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,271.466666666667,0,0,2548,5083,0,0,F,F,1,FALSE,FALSE
i089,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.683333333333,120,2,2703,5325,0,0,F,M,1,FALSE,FALSE
i089,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,254,0,0,1073,4030,0,0,F,M,1,FALSE,FALSE
i089,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,280.716666666667,0,0,1836,4469,0,0,F,F,1,FALSE,FALSE
i089,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,252.033333333333,0,2,2338,5186,0,0,F,M,1,FALSE,FALSE
i089,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,231.933333333333,0,0,1341,4242,0,0,F,F,1,FALSE,FALSE
i089,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,309.483333333333,0,0,1487,4502,0,0,F,F,1,FALSE,FALSE
i089,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.333333333333,0,0,2271,5398,0,0,F,F,1,FALSE,FALSE
i089,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,273.45,0,0,2024,5077,0,0,F,M,1,FALSE,FALSE
i089,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,1,284.033333333333,1440,0,3368,4009,1,0,F,F,1,FALSE,FALSE
i089,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,278.133333333333,0,0,2069,5065,0,0,F,F,1,FALSE,FALSE
i089,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,317.35,0,0,677,4204,0,0,F,F,1,FALSE,FALSE
i089,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,258.833333333333,0,2,1887,4567,0,0,F,F,1,FALSE,FALSE
i089,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,241.983333333333,0,0,1073,3873,0,0,F,F,1,FALSE,FALSE
i089,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,272.85,0,0,1565,4577,0,0,F,M,1,FALSE,FALSE
i089,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,320.766666666667,0,1,1988,4749,0,0,F,F,1,FALSE,FALSE
i003,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,277.466666666667,120,0,2771,5222,0,0,F,F,1,FALSE,FALSE
i003,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,290.683333333333,0,1,2980,5410,1,0,F,M,1,FALSE,FALSE
i003,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,260,60,1,1079,4386,0,0,F,M,1,FALSE,FALSE
i003,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,286.716666666667,0,0,2097,4570,0,0,F,F,1,FALSE,FALSE
i003,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,258.033333333333,0,0,2649,5237,0,0,F,M,1,FALSE,FALSE
i003,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,237.933333333333,0,0,1314,4631,0,0,F,F,1,FALSE,FALSE
i003,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,315.483333333333,0,0,1623,4728,0,0,F,F,1,FALSE,FALSE
i003,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,290.333333333333,0,0,2563,5468,0,0,F,F,1,FALSE,FALSE
i003,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,279.45,0,0,2273,5190,0,0,F,M,1,FALSE,FALSE
i003,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,1,290.033333333333,16320,0,3819,3920,1,0,F,F,1,FALSE,FALSE
i003,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,1,343,19020,0,3372,3926,0,0,F,F,1,FALSE,FALSE
i003,i014,chimp,4,Kanyawara,2015,Kanyawara__2015,0,343.283333333333,900,2,2249,5376,0,0,F,M,1,FALSE,FALSE
i003,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.133333333333,0,0,2271,5225,0,0,F,F,1,FALSE,FALSE
i003,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,323.35,0,0,774,4469,0,0,F,F,1,FALSE,FALSE
i003,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,264.833333333333,0,2,1868,4948,0,0,F,F,1,FALSE,FALSE
i003,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,247.983333333333,0,0,1109,4199,0,0,F,F,1,FALSE,FALSE
i003,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,278.85,0,2,1850,4654,0,0,F,M,1,FALSE,FALSE
i003,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,326.766666666667,0,0,2203,4896,0,0,F,F,1,FALSE,FALSE
i014,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,271.75,360,1,2636,5322,0,0,M,F,1,FALSE,FALSE
i014,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.966666666667,360,1,3036,5319,0,0,M,M,1,FALSE,FALSE
i014,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,254.283333333333,1560,2,1424,4006,2,0,M,M,1,FALSE,FALSE
i014,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,281,0,0,1741,4891,0,0,M,F,1,FALSE,FALSE
i014,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,252.316666666667,1020,8,2780,5071,0,0,M,M,1,FALSE,FALSE
i014,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,232.216666666667,60,0,1375,4535,0,0,M,F,1,FALSE,FALSE
i014,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,309.766666666667,0,1,1295,5021,0,0,M,F,1,FALSE,FALSE
i014,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.616666666667,2640,4,2408,5588,0,0,M,F,1,FALSE,FALSE
i014,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,273.733333333333,1500,0,2633,4795,0,0,M,M,1,FALSE,FALSE
i014,i137,chimp,4,Kanyawara,2015,Kanyawara__2015,0,284.316666666667,420,1,2313,5391,0,0,M,F,1,FALSE,FALSE
i014,i089,chimp,4,Kanyawara,2015,Kanyawara__2015,0,337.283333333333,1080,2,1955,5308,0,0,M,F,1,FALSE,FALSE
i014,i081,chimp,4,Kanyawara,2015,Kanyawara__2015,0,278.416666666667,1320,1,1897,5564,0,0,M,F,1,FALSE,FALSE
i014,i097,chimp,4,Kanyawara,2015,Kanyawara__2015,0,317.633333333333,1080,0,607,4601,0,0,M,F,1,FALSE,FALSE
i014,i019,chimp,4,Kanyawara,2015,Kanyawara__2015,0,259.116666666667,4920,2,1629,5152,0,0,M,F,1,FALSE,FALSE
i014,i060,chimp,4,Kanyawara,2015,Kanyawara__2015,0,242.266666666667,780,0,1226,4047,0,0,M,F,1,FALSE,FALSE
i014,i069,chimp,4,Kanyawara,2015,Kanyawara__2015,0,273.133333333333,60,0,2193,4276,0,0,M,M,1,FALSE,FALSE
i014,i111,chimp,4,Kanyawara,2015,Kanyawara__2015,0,321.05,720,0,1752,5312,0,0,M,F,1,FALSE,FALSE
i063,i025,chimp,4,Kanyawara,2015,Kanyawara__2015,0,295.183333333333,0,0,2248,5603,0,0,F,F,1,FALSE,FALSE
i063,i046,chimp,4,Kanyawara,2015,Kanyawara__2015,0,308.4,0,0,2313,5935,0,0,F,M,1,FALSE,FALSE
i063,i075,chimp,4,Kanyawara,2015,Kanyawara__2015,0,277.716666666667,360,0,1061,4262,0,1,F,M,1,FALSE,FALSE
i063,i096,chimp,4,Kanyawara,2015,Kanyawara__2015,0,304.433333333333,0,0,1727,4798,0,0,F,F,1,FALSE,FALSE
i063,i017,chimp,4,Kanyawara,2015,Kanyawara__2015,0,275.75,540,2,1983,5761,0,0,F,M,1,FALSE,FALSE
i063,i045,chimp,4,Kanyawara,2015,Kanyawara__2015,0,255.65,0,0,1198,4605,0,0,F,F,1,FALSE,FALSE
i063,i067,chimp,4,Kanyawara,2015,Kanyawara__2015,0,333.2,0,0,1872,4337,0,0,F,F,1,FALSE,FALSE
i063,i110,chimp,4,Kanyawara,2015,Kanyawara__2015,0,308.05,240,0,2435,5454,0,0,F,F,1,FALSE,FALSE
i063,i043,chimp,4,Kanyawara,2015,Kanyawara__2015,0,297.166666666667,0,0,1917,5404,0,0,F,M,1,FALSE,FALSE
