ind1_ano,ind2_ano,species,group_num,group,year,groupyear,kin,obs_hours,grooming,aggression,association2,association.total,coalition,sharing,sex1,sex2,population,demo1,demo2
i068,i131,chimp,5,South,2017,South__2017,0,179.8,600,0,403,2776,0,0,F,F,4,FALSE,FALSE
i085,i131,chimp,5,South,2017,South__2017,0,196.083333333333,780,0,1269,2979,1,0,F,F,4,FALSE,FALSE
i139,i131,chimp,5,South,2017,South__2017,0,194.616666666667,120,0,289,2650,0,0,F,F,4,FALSE,FALSE
i140,i131,chimp,5,South,2017,South__2017,0,174.6075,833,0,306,2669,0,0,F,F,4,FALSE,FALSE
i082,i013,chimp,5,South,2017,South__2017,0,242.133333333333,1680,0,534,3128,1,0,F,F,4,FALSE,FALSE
i108,i013,chimp,5,South,2017,South__2017,0,202.566666666667,0,0,583,3183,0,0,F,F,4,FALSE,FALSE
i130,i013,chimp,5,South,2017,South__2017,0,240.25,240,0,608,3192,0,0,F,F,4,FALSE,FALSE
i029,i013,chimp,5,South,2017,South__2017,0,222.5,1200,2,574,3048,0,0,M,F,4,FALSE,FALSE
i101,i013,chimp,5,South,2017,South__2017,0,174.416666666667,660,0,947,1912,7,1,F,F,4,FALSE,FALSE
i018,i013,chimp,5,South,2017,South__2017,1,140.948888888889,14332,0,1342,1362,1,1,F,F,4,FALSE,FALSE
i068,i013,chimp,5,South,2017,South__2017,0,175.633333333333,5760,0,632,1900,2,0,F,F,4,FALSE,FALSE
i085,i013,chimp,5,South,2017,South__2017,0,191.916666666667,0,0,564,3037,0,0,F,F,4,FALSE,FALSE
i139,i013,chimp,5,South,2017,South__2017,0,190.45,3180,0,436,1856,0,0,F,F,4,FALSE,FALSE
i140,i013,chimp,5,South,2017,South__2017,0,170.440833333333,1020,1,438,1890,1,0,F,F,4,FALSE,FALSE
i108,i082,chimp,5,South,2017,South__2017,0,259.3,9840,0,1522,3212,1,4,F,F,4,FALSE,TRUE
i130,i082,chimp,5,South,2017,South__2017,0,296.983333333333,2820,0,1656,3112,0,1,F,F,4,FALSE,FALSE
i029,i082,chimp,5,South,2017,South__2017,0,279.233333333333,4860,0,1217,3373,1,0,M,F,4,FALSE,FALSE
i101,i082,chimp,5,South,2017,South__2017,0,231.15,480,0,660,3167,0,1,F,F,4,FALSE,FALSE
i018,i082,chimp,5,South,2017,South__2017,0,197.682222222222,780,0,539,3133,0,0,F,F,4,FALSE,FALSE
i068,i082,chimp,5,South,2017,South__2017,0,232.366666666667,60,0,333,3167,0,0,F,F,4,FALSE,TRUE
i085,i082,chimp,5,South,2017,South__2017,0,248.65,3780,0,1472,3097,1,2,F,F,4,FALSE,FALSE
i139,i082,chimp,5,South,2017,South__2017,0,247.183333333333,660,0,284,2976,0,0,F,F,4,FALSE,TRUE
i140,i082,chimp,5,South,2017,South__2017,0,227.174166666667,540,0,299,2997,0,0,F,F,4,FALSE,FALSE
i130,i108,chimp,5,South,2017,South__2017,0,257.416666666667,5760,0,1656,3216,0,3,F,F,4,FALSE,FALSE
i029,i108,chimp,5,South,2017,South__2017,0,239.666666666667,1140,1,1345,3349,1,1,M,F,4,FALSE,FALSE
i101,i108,chimp,5,South,2017,South__2017,0,191.583333333333,120,0,719,3212,0,0,F,F,4,FALSE,FALSE
i018,i108,chimp,5,South,2017,South__2017,0,158.115555555556,0,0,597,3179,0,0,F,F,4,FALSE,FALSE
i068,i108,chimp,5,South,2017,South__2017,0,192.8,1800,0,384,3220,0,0,F,F,4,FALSE,TRUE
i085,i108,chimp,5,South,2017,South__2017,0,209.083333333333,1560,0,1394,3279,1,0,F,F,4,FALSE,FALSE
i139,i108,chimp,5,South,2017,South__2017,0,207.616666666667,240,0,273,3091,0,0,F,F,4,FALSE,TRUE
i140,i108,chimp,5,South,2017,South__2017,0,187.6075,408,0,295,3105,0,0,F,F,4,FALSE,FALSE
i029,i130,chimp,5,South,2017,South__2017,0,277.35,1980,0,1503,3225,0,0,M,F,4,FALSE,FALSE
i101,i130,chimp,5,South,2017,South__2017,0,229.266666666667,720,0,772,3193,0,0,F,F,4,FALSE,FALSE
i018,i130,chimp,5,South,2017,South__2017,0,195.798888888889,0,0,621,3189,0,0,F,F,4,FALSE,FALSE
i068,i130,chimp,5,South,2017,South__2017,0,230.483333333333,0,0,427,3211,0,0,F,F,4,FALSE,FALSE
i085,i130,chimp,5,South,2017,South__2017,0,246.766666666667,7980,0,1737,2970,0,5,F,F,4,FALSE,FALSE
i139,i130,chimp,5,South,2017,South__2017,0,245.3,240,0,331,3067,0,0,F,F,4,FALSE,FALSE
i140,i130,chimp,5,South,2017,South__2017,0,225.290833333333,0,0,355,3079,0,0,F,F,4,FALSE,FALSE
i101,i029,chimp,5,South,2017,South__2017,0,211.516666666667,300,1,690,3097,0,0,F,M,4,FALSE,FALSE
i018,i029,chimp,5,South,2017,South__2017,0,178.048888888889,1140,0,587,3045,0,0,F,M,4,FALSE,FALSE
i068,i029,chimp,5,South,2017,South__2017,0,212.733333333333,0,0,457,3003,0,0,F,M,4,FALSE,FALSE
i085,i029,chimp,5,South,2017,South__2017,0,229.016666666667,1680,1,1363,3166,1,1,F,M,4,FALSE,FALSE
i139,i029,chimp,5,South,2017,South__2017,0,227.55,0,0,366,2854,0,0,F,M,4,FALSE,FALSE
i140,i029,chimp,5,South,2017,South__2017,0,207.540833333333,2460,1,386,2870,0,0,F,M,4,FALSE,FALSE
i018,i101,chimp,5,South,2017,South__2017,0,129.965555555556,2300,0,953,1916,0,0,F,F,4,FALSE,FALSE
i068,i101,chimp,5,South,2017,South__2017,0,164.65,1440,0,697,2000,1,0,F,F,4,FALSE,FALSE
i085,i101,chimp,5,South,2017,South__2017,0,180.933333333333,120,0,682,3084,1,0,F,F,4,FALSE,FALSE
i139,i101,chimp,5,South,2017,South__2017,0,179.466666666667,1740,0,492,1965,0,0,F,F,4,FALSE,FALSE
i140,i101,chimp,5,South,2017,South__2017,0,159.4575,608,3,500,1993,0,0,F,F,4,FALSE,FALSE
i068,i018,chimp,5,South,2017,South__2017,0,131.182222222222,600,0,632,1910,0,0,F,F,4,FALSE,FALSE
i085,i018,chimp,5,South,2017,South__2017,0,147.465555555556,0,0,574,3037,0,0,F,F,4,FALSE,FALSE
i139,i018,chimp,5,South,2017,South__2017,0,145.998888888889,1500,0,440,1862,0,0,F,F,4,FALSE,FALSE
i140,i018,chimp,5,South,2017,South__2017,0,125.989722222222,1860,0,448,1890,0,0,F,F,4,FALSE,FALSE
i085,i068,chimp,5,South,2017,South__2017,0,182.15,720,0,541,2898,0,0,F,F,4,TRUE,FALSE
i139,i068,chimp,5,South,2017,South__2017,0,180.683333333333,3420,1,451,1679,0,0,F,F,4,FALSE,TRUE
i140,i068,chimp,5,South,2017,South__2017,0,160.674166666667,0,1,454,1712,1,0,F,F,4,FALSE,FALSE
i139,i085,chimp,5,South,2017,South__2017,0,196.966666666667,0,0,207,2992,0,0,F,F,4,FALSE,FALSE
i140,i085,chimp,5,South,2017,South__2017,0,176.9575,444,0,227,3008,0,1,F,F,4,FALSE,FALSE
i140,i139,chimp,5,South,2017,South__2017,1,175.490833333333,20702,0,937,989,1,3,F,F,4,FALSE,FALSE
i048,i032,chimp,5,South,2018,South__2018,0,153.883333333333,1500,4,641,1770,0,0,F,M,4,FALSE,FALSE
i086,i032,chimp,5,South,2018,South__2018,0,178.433333333333,180,0,414,2008,0,1,F,M,4,FALSE,FALSE
i059,i032,chimp,5,South,2018,South__2018,0,198.8,11700,1,1062,1968,0,2,M,M,4,FALSE,FALSE
i026,i032,chimp,5,South,2018,South__2018,0,149.216666666667,480,2,767,1888,0,0,F,M,4,FALSE,FALSE
i024,i032,chimp,5,South,2018,South__2018,0,127.966666666667,60,1,557,1715,0,0,F,M,4,FALSE,FALSE
i091,i032,chimp,5,South,2018,South__2018,0,227.4,3960,2,904,1818,0,1,M,M,4,FALSE,FALSE
i133,i032,chimp,5,South,2018,South__2018,0,157.8,300,0,640,1859,1,1,F,M,4,FALSE,FALSE
i123,i032,chimp,5,South,2018,South__2018,0,169.916666666667,4860,1,1033,1864,0,1,M,M,4,FALSE,FALSE
i040,i032,chimp,5,South,2018,South__2018,0,235.183333333333,14280,2,1239,1988,0,3,M,M,4,FALSE,FALSE
i131,i032,chimp,5,South,2018,South__2018,0,140.516666666667,960,0,855,2057,0,1,F,M,4,FALSE,FALSE
i013,i032,chimp,5,South,2018,South__2018,0,129.816666666667,900,0,336,1848,0,1,F,M,4,FALSE,FALSE
i082,i032,chimp,5,South,2018,South__2018,1,152.833333333333,2640,0,672,1910,0,0,F,M,4,FALSE,FALSE
i108,i032,chimp,5,South,2018,South__2018,0,147.216666666667,360,0,765,1920,0,3,F,M,4,FALSE,FALSE
i130,i032,chimp,5,South,2018,South__2018,0,171.45,1860,0,894,1886,0,0,F,M,4,FALSE,FALSE
i029,i032,chimp,5,South,2018,South__2018,0,212.916666666667,1200,2,1135,1959,0,0,M,M,4,FALSE,FALSE
i101,i032,chimp,5,South,2018,South__2018,0,147.683333333333,1740,2,620,2038,0,0,F,M,4,FALSE,FALSE
i018,i032,chimp,5,South,2018,South__2018,0,119.811666666667,0,0,286,1767,0,0,F,M,4,FALSE,FALSE
i068,i032,chimp,5,South,2018,South__2018,0,143.9,0,0,426,1904,0,1,F,M,4,FALSE,FALSE
i085,i032,chimp,5,South,2018,South__2018,0,173.833333333333,3120,1,856,1912,0,1,F,M,4,FALSE,FALSE
i139,i032,chimp,5,South,2018,South__2018,0,167.5,660,0,381,1976,0,1,F,M,4,FALSE,FALSE
i140,i032,chimp,5,South,2018,South__2018,0,139.246111111111,0,1,402,1994,0,1,F,M,4,FALSE,FALSE
i086,i048,chimp,5,South,2018,South__2018,0,153.05,0,0,406,1537,0,0,F,F,4,FALSE,FALSE
i059,i048,chimp,5,South,2018,South__2018,0,173.416666666667,11340,6,703,1848,0,4,M,F,4,FALSE,FALSE
i026,i048,chimp,5,South,2018,South__2018,0,123.833333333333,0,0,413,1763,0,0,F,F,4,FALSE,FALSE
i024,i048,chimp,5,South,2018,South__2018,0,102.583333333333,900,0,334,1459,0,0,F,F,4,FALSE,FALSE
i091,i048,chimp,5,South,2018,South__2018,0,202.016666666667,660,0,513,1730,0,1,M,F,4,FALSE,FALSE
i133,i048,chimp,5,South,2018,South__2018,0,132.416666666667,0,1,360,1660,0,0,F,F,4,FALSE,FALSE
i123,i048,chimp,5,South,2018,South__2018,0,144.533333333333,3360,0,729,1689,0,1,M,F,4,FALSE,FALSE
i040,i048,chimp,5,South,2018,South__2018,0,209.8,1920,1,713,2035,0,2,M,F,4,FALSE,FALSE
i131,i048,chimp,5,South,2018,South__2018,0,115.133333333333,120,0,534,1899,0,0,F,F,4,FALSE,FALSE
i013,i048,chimp,5,South,2018,South__2018,0,104.433333333333,0,0,386,1319,1,0,F,F,4,FALSE,FALSE
i082,i048,chimp,5,South,2018,South__2018,0,127.45,0,0,387,1716,0,0,F,F,4,FALSE,FALSE
i108,i048,chimp,5,South,2018,South__2018,0,121.833333333333,0,0,464,1742,0,0,F,F,4,FALSE,FALSE
i130,i048,chimp,5,South,2018,South__2018,0,146.066666666667,0,0,477,1824,0,0,F,F,4,FALSE,FALSE
i029,i048,chimp,5,South,2018,South__2018,0,187.533333333333,1080,0,697,1918,0,0,M,F,4,FALSE,FALSE
i101,i048,chimp,5,South,2018,South__2018,0,122.3,0,0,571,1608,2,0,F,F,4,FALSE,FALSE
i018,i048,chimp,5,South,2018,South__2018,0,94.4283333333333,0,0,349,1225,2,0,F,F,4,FALSE,FALSE
i068,i048,chimp,5,South,2018,South__2018,0,118.516666666667,1200,0,445,1406,2,0,F,F,4,FALSE,FALSE
i085,i048,chimp,5,South,2018,South__2018,0,148.45,60,0,527,1762,0,0,F,F,4,FALSE,FALSE
i139,i048,chimp,5,South,2018,South__2018,0,142.116666666667,0,0,417,1461,1,0,F,F,4,FALSE,FALSE
i140,i048,chimp,5,South,2018,South__2018,0,113.862777777778,0,0,426,1491,0,0,F,F,4,FALSE,FALSE
i059,i086,chimp,5,South,2018,South__2018,0,197.966666666667,180,4,437,2125,0,0,M,F,4,FALSE,FALSE
i026,i086,chimp,5,South,2018,South__2018,0,148.383333333333,0,2,393,1794,0,0,F,F,4,FALSE,FALSE
i024,i086,chimp,5,South,2018,South__2018,0,127.133333333333,0,0,226,1578,0,0,F,F,4,FALSE,FALSE
i091,i086,chimp,5,South,2018,South__2018,0,226.566666666667,840,1,407,1847,0,0,M,F,4,FALSE,FALSE
i133,i086,chimp,5,South,2018,South__2018,0,156.966666666667,0,0,290,1741,0,0,F,F,4,FALSE,FALSE
i123,i086,chimp,5,South,2018,South__2018,0,169.083333333333,1560,1,497,1932,0,3,M,F,4,FALSE,FALSE
i040,i086,chimp,5,South,2018,South__2018,0,234.35,4260,0,557,2202,0,1,M,F,4,FALSE,FALSE
i131,i086,chimp,5,South,2018,South__2018,0,139.683333333333,1260,0,445,1999,0,0,F,F,4,FALSE,FALSE
i013,i086,chimp,5,South,2018,South__2018,0,128.983333333333,960,0,456,1260,1,0,F,F,4,FALSE,FALSE
i082,i086,chimp,5,South,2018,South__2018,0,152,3060,0,338,1776,0,0,F,F,4,FALSE,FALSE
i108,i086,chimp,5,South,2018,South__2018,0,146.383333333333,0,0,361,1856,0,0,F,F,4,FALSE,FALSE
i130,i086,chimp,5,South,2018,South__2018,0,170.616666666667,0,1,407,1905,0,0,F,F,4,FALSE,FALSE
i029,i086,chimp,5,South,2018,South__2018,0,212.083333333333,540,0,534,2092,0,0,M,F,4,FALSE,FALSE
i101,i086,chimp,5,South,2018,South__2018,0,146.85,600,0,636,1554,1,0,F,F,4,FALSE,FALSE
i018,i086,chimp,5,South,2018,South__2018,0,118.978333333333,0,2,407,1178,0,0,F,F,4,FALSE,FALSE
i068,i086,chimp,5,South,2018,South__2018,0,143.066666666667,540,0,595,1267,2,0,F,F,4,FALSE,FALSE
i085,i086,chimp,5,South,2018,South__2018,0,173,60,0,374,1926,0,0,F,F,4,FALSE,FALSE
i139,i086,chimp,5,South,2018,South__2018,0,166.666666666667,600,0,586,1303,2,0,F,F,4,FALSE,FALSE
i140,i086,chimp,5,South,2018,South__2018,0,138.412777777778,0,0,595,1333,1,1,F,F,4,FALSE,FALSE
i026,i059,chimp,5,South,2018,South__2018,0,168.75,900,2,767,2028,0,1,F,M,4,FALSE,FALSE
i024,i059,chimp,5,South,2018,South__2018,0,147.5,2160,1,576,1836,0,0,F,M,4,FALSE,FALSE
i091,i059,chimp,5,South,2018,South__2018,0,246.933333333333,7800,5,907,1955,0,1,M,M,4,FALSE,FALSE
i133,i059,chimp,5,South,2018,South__2018,1,177.333333333333,3240,0,735,1904,0,3,F,M,4,FALSE,FALSE
i123,i059,chimp,5,South,2018,South__2018,0,189.45,21240,1,1165,1872,4,5,M,M,4,FALSE,FALSE
i040,i059,chimp,5,South,2018,South__2018,0,254.716666666667,20640,0,1262,2105,1,1,M,M,4,FALSE,FALSE
i131,i059,chimp,5,South,2018,South__2018,0,160.05,1440,1,890,2162,0,0,F,M,4,FALSE,FALSE
i013,i059,chimp,5,South,2018,South__2018,0,149.35,4740,2,417,1907,0,0,F,M,4,FALSE,FALSE
i082,i059,chimp,5,South,2018,South__2018,0,172.366666666667,600,3,649,2073,0,1,F,M,4,FALSE,FALSE
i108,i059,chimp,5,South,2018,South__2018,0,166.75,6120,2,735,2090,0,0,F,M,4,FALSE,FALSE
i130,i059,chimp,5,South,2018,South__2018,0,190.983333333333,4200,1,827,2093,0,0,F,M,4,FALSE,FALSE
i029,i059,chimp,5,South,2018,South__2018,0,232.45,4080,11,1195,2039,1,0,M,M,4,FALSE,FALSE
i101,i059,chimp,5,South,2018,South__2018,0,167.216666666667,1980,3,691,2107,0,0,F,M,4,FALSE,FALSE
i018,i059,chimp,5,South,2018,South__2018,0,139.345,1320,0,385,1808,0,0,F,M,4,FALSE,FALSE
i068,i059,chimp,5,South,2018,South__2018,0,163.433333333333,2460,0,454,2016,0,0,F,M,4,FALSE,FALSE
i085,i059,chimp,5,South,2018,South__2018,0,193.366666666667,4440,2,841,2067,0,0,F,M,4,FALSE,FALSE
i139,i059,chimp,5,South,2018,South__2018,0,187.033333333333,4980,0,428,2069,0,0,F,M,4,FALSE,FALSE
i140,i059,chimp,5,South,2018,South__2018,0,158.779444444444,0,0,440,2096,0,0,F,M,4,FALSE,FALSE
i024,i026,chimp,5,South,2018,South__2018,0,97.9166666666667,0,0,522,1515,0,0,F,F,4,FALSE,FALSE
i091,i026,chimp,5,South,2018,South__2018,0,197.35,540,2,718,1769,0,2,M,F,4,FALSE,FALSE
i133,i026,chimp,5,South,2018,South__2018,0,127.75,360,0,808,1456,0,4,F,F,4,FALSE,FALSE
i123,i026,chimp,5,South,2018,South__2018,0,139.866666666667,900,0,689,1973,1,1,M,F,4,FALSE,FALSE
i040,i026,chimp,5,South,2018,South__2018,1,205.133333333333,3180,0,887,2105,0,2,M,F,4,FALSE,FALSE
i131,i026,chimp,5,South,2018,South__2018,0,110.466666666667,60,0,856,1821,0,0,F,F,4,FALSE,FALSE
i013,i026,chimp,5,South,2018,South__2018,0,99.7666666666667,0,1,324,1625,0,0,F,F,4,FALSE,FALSE
i082,i026,chimp,5,South,2018,South__2018,0,122.783333333333,600,0,770,1577,0,0,F,F,4,FALSE,FALSE
i108,i026,chimp,5,South,2018,South__2018,0,117.166666666667,60,0,760,1690,0,0,F,F,4,FALSE,FALSE
i130,i026,chimp,5,South,2018,South__2018,0,141.4,3720,0,776,1769,0,0,F,F,4,FALSE,FALSE
i029,i026,chimp,5,South,2018,South__2018,0,182.866666666667,240,1,808,2051,0,0,M,F,4,FALSE,FALSE
i101,i026,chimp,5,South,2018,South__2018,0,117.633333333333,0,0,534,1889,0,0,F,F,4,FALSE,FALSE
i018,i026,chimp,5,South,2018,South__2018,0,89.7616666666667,0,1,271,1547,0,0,F,F,4,FALSE,FALSE
i068,i026,chimp,5,South,2018,South__2018,0,113.85,0,0,394,1701,0,0,F,F,4,FALSE,FALSE
i085,i026,chimp,5,South,2018,South__2018,0,143.783333333333,240,0,837,1696,0,0,F,F,4,FALSE,FALSE
i139,i026,chimp,5,South,2018,South__2018,0,137.45,780,1,364,1758,0,0,F,F,4,FALSE,FALSE
i140,i026,chimp,5,South,2018,South__2018,0,109.196111111111,0,0,395,1766,0,0,F,F,4,FALSE,FALSE
i091,i024,chimp,5,South,2018,South__2018,0,176.1,2160,0,514,1590,0,1,M,F,4,FALSE,FALSE
i133,i024,chimp,5,South,2018,South__2018,0,106.5,780,0,495,1386,0,0,F,F,4,FALSE,FALSE
i123,i024,chimp,5,South,2018,South__2018,0,118.616666666667,2580,1,539,1740,0,1,M,F,4,FALSE,FALSE
i040,i024,chimp,5,South,2018,South__2018,0,183.883333333333,5280,0,588,2021,0,1,M,F,4,FALSE,FALSE
i131,i024,chimp,5,South,2018,South__2018,0,89.2166666666667,0,0,581,1713,0,0,F,F,4,FALSE,FALSE
i013,i024,chimp,5,South,2018,South__2018,0,78.5166666666667,0,0,209,1357,0,0,F,F,4,FALSE,FALSE
i082,i024,chimp,5,South,2018,South__2018,0,101.533333333333,1440,0,542,1422,0,0,F,F,4,FALSE,FALSE
i108,i024,chimp,5,South,2018,South__2018,0,95.9166666666667,0,0,573,1494,0,0,F,F,4,FALSE,FALSE
i130,i024,chimp,5,South,2018,South__2018,0,120.15,60,0,565,1597,0,0,F,F,4,FALSE,FALSE
i029,i024,chimp,5,South,2018,South__2018,0,161.616666666667,1260,0,596,1880,0,2,M,F,4,FALSE,FALSE
i101,i024,chimp,5,South,2018,South__2018,0,96.3833333333333,240,0,349,1691,0,0,F,F,4,FALSE,FALSE
i018,i024,chimp,5,South,2018,South__2018,0,68.5116666666667,0,0,190,1245,0,0,F,F,4,FALSE,FALSE
i068,i024,chimp,5,South,2018,South__2018,0,92.6,0,0,260,1452,0,0,F,F,4,FALSE,FALSE
i085,i024,chimp,5,South,2018,South__2018,0,122.533333333333,960,0,573,1577,0,1,F,F,4,FALSE,FALSE
i139,i024,chimp,5,South,2018,South__2018,0,116.2,0,0,225,1514,0,0,F,F,4,FALSE,FALSE
i140,i024,chimp,5,South,2018,South__2018,0,87.9461111111111,0,0,236,1542,0,0,F,F,4,FALSE,FALSE
i133,i091,chimp,5,South,2018,South__2018,0,205.933333333333,2040,0,611,1720,0,1,F,M,4,FALSE,TRUE
i123,i091,chimp,5,South,2018,South__2018,0,218.05,7440,0,904,1825,1,1,M,M,4,FALSE,TRUE
i040,i091,chimp,5,South,2018,South__2018,0,283.316666666667,8340,2,986,2073,0,0,M,M,4,FALSE,FALSE
i131,i091,chimp,5,South,2018,South__2018,0,188.65,780,0,784,1960,0,1,F,M,4,FALSE,FALSE
i013,i091,chimp,5,South,2018,South__2018,0,177.95,1320,0,306,1710,0,0,F,M,4,FALSE,FALSE
i082,i091,chimp,5,South,2018,South__2018,0,200.966666666667,600,1,606,1808,0,0,F,M,4,FALSE,TRUE
i108,i091,chimp,5,South,2018,South__2018,0,195.35,1620,1,673,1844,0,0,F,M,4,FALSE,FALSE
i130,i091,chimp,5,South,2018,South__2018,0,219.583333333333,1740,0,760,1852,0,1,F,M,4,FALSE,FALSE
i029,i091,chimp,5,South,2018,South__2018,0,261.05,8880,0,1028,1898,1,3,M,M,4,FALSE,TRUE
i101,i091,chimp,5,South,2018,South__2018,0,195.816666666667,2820,1,525,1965,0,0,F,M,4,FALSE,FALSE
i018,i091,chimp,5,South,2018,South__2018,0,167.945,0,0,267,1618,0,0,F,M,4,FALSE,TRUE
i068,i091,chimp,5,South,2018,South__2018,0,192.033333333333,0,0,383,1779,0,0,F,M,4,FALSE,TRUE
i085,i091,chimp,5,South,2018,South__2018,0,221.966666666667,6600,1,783,1817,0,2,F,M,4,FALSE,FALSE
i139,i091,chimp,5,South,2018,South__2018,0,215.633333333333,660,2,367,1822,0,0,F,M,4,FALSE,TRUE
i140,i091,chimp,5,South,2018,South__2018,0,187.379444444444,600,0,363,1865,0,1,F,M,4,FALSE,FALSE
i123,i133,chimp,5,South,2018,South__2018,0,148.45,2040,2,615,1891,0,2,M,F,4,FALSE,TRUE
i040,i133,chimp,5,South,2018,South__2018,0,213.716666666667,1200,1,759,2077,0,1,M,F,4,FALSE,FALSE
i131,i133,chimp,5,South,2018,South__2018,0,119.05,1320,0,743,1778,0,2,F,F,4,FALSE,FALSE
i013,i133,chimp,5,South,2018,South__2018,0,108.35,0,0,250,1543,0,0,F,F,4,FALSE,FALSE
i082,i133,chimp,5,South,2018,South__2018,0,131.366666666667,1200,0,674,1517,0,2,F,F,4,FALSE,TRUE
i108,i133,chimp,5,South,2018,South__2018,0,125.75,360,0,662,1632,0,0,F,F,4,FALSE,FALSE
i130,i133,chimp,5,South,2018,South__2018,0,149.983333333333,0,0,655,1734,0,0,F,F,4,FALSE,FALSE
i029,i133,chimp,5,South,2018,South__2018,0,191.45,600,0,695,2008,0,0,M,F,4,FALSE,TRUE
i101,i133,chimp,5,South,2018,South__2018,0,126.216666666667,0,0,423,1844,0,0,F,F,4,FALSE,FALSE
i018,i133,chimp,5,South,2018,South__2018,0,98.345,0,0,221,1441,0,0,F,F,4,FALSE,TRUE
i068,i133,chimp,5,South,2018,South__2018,0,122.433333333333,0,0,308,1631,0,0,F,F,4,FALSE,TRUE
i085,i133,chimp,5,South,2018,South__2018,0,152.366666666667,1500,0,678,1699,0,1,F,F,4,FALSE,FALSE
i139,i133,chimp,5,South,2018,South__2018,0,146.033333333333,60,0,291,1675,0,1,F,F,4,FALSE,TRUE
i140,i133,chimp,5,South,2018,South__2018,0,117.779444444444,0,2,315,1690,0,0,F,F,4,FALSE,FALSE
i040,i123,chimp,5,South,2018,South__2018,0,225.833333333333,16380,2,1190,2044,1,2,M,M,4,FALSE,FALSE
i131,i123,chimp,5,South,2018,South__2018,0,131.166666666667,1560,0,856,2063,0,1,F,M,4,FALSE,FALSE
i013,i123,chimp,5,South,2018,South__2018,0,120.466666666667,2460,0,422,1769,0,0,F,M,4,FALSE,FALSE
i082,i123,chimp,5,South,2018,South__2018,0,143.483333333333,960,0,611,1978,0,0,F,M,4,FALSE,TRUE
