"individual1","individual2","dyadID","food","foraging_group_membership","foraging_help","friendship","sex1","sex2","partners","kin"
"SB17","SB20","SB17_SB20",3,0,0,0,"f","f",0,0.5
"SB118","SB20","SB118_SB20",0,0,0,0,"f","f",0,0
"SB114","SB20","SB114_SB20",0,0,0,0,"f","f",0,0
"SB176","SB20","SB176_SB20",0,0,0,0,"m","f",0,0
"SB179","SB20","SB179_SB20",0,0,0,0,"f","f",0,0
"SB178","SB20","SB178_SB20",0,0,0,0,"m","f",0,0
"SB67","SB20","SB20_SB67",0,0,0,0,"f","f",0,0
"SB154","SB20","SB154_SB20",0,0,0,0,"m","f",0,0
"SB68","SB20","SB20_SB68",0,0,0,0,"m","f",0,0.25
"SB75","SB20","SB20_SB75",0,0,0,0,"f","f",0,0.03125
"SB65","SB20","SB20_SB65",0,0,0,0,"f","f",0,0.25
"SB74","SB20","SB20_SB74",0,0,0,0,"m","f",0,0
"SB82","SB20","SB20_SB82",0,0,0,0,"m","f",0,0.25
"SB18","SB20","SB18_SB20",1,0,0,0,"m","f",0,0.25
"SB124","SB20","SB124_SB20",0,0,0,0,"m","f",0,0.015625
"SB26","SB20","SB20_SB26",0,0,0,0,"m","f",0,0.25
"SB33","SB20","SB20_SB33",0,0,0,0,"m","f",0,0.015625
"SB1","SB20","SB1_SB20",0,0,0,0,"m","f",0,0.015625
"SB38","SB20","SB20_SB38",0,0,0,0,"m","f",0,0
"SB10","SB20","SB10_SB20",1,0,0,0,"m","f",0,0
"SB102","SB20","SB102_SB20",0,0,0,0,"m","f",0,0
"SB106","SB20","SB106_SB20",0,0,0,0,"m","f",0,0
"SB116","SB20","SB116_SB20",0,0,0,0,"m","f",0,0
"SB88","SB20","SB20_SB88",0,0,0,0,"m","f",0,0
"SB80","SB20","SB20_SB80",0,0,0,0,"f","f",0,0
"SB79","SB20","SB20_SB79",0,0,0,0,"m","f",0,0
"SB47","SB6","SB47_SB6",0,0,0,0,"f","m",0,0
"SB19","SB6","SB19_SB6",0,0,0,4,"m","m",0,0
"SB46","SB6","SB46_SB6",0,2,2,2,"m","m",0,0
"SB61","SB6","SB6_SB61",0,0,0,0,"m","m",0,0
"SB34","SB6","SB34_SB6",2,0,0,0,"f","m",0,0.5
"SB39","SB6","SB39_SB6",0,0,0,0,"f","m",0,0
"SB7","SB6","SB6_SB7",1,1,0,0,"f","m",1,0
"SB58","SB6","SB58_SB6",0,0,0,0,"f","m",0,0
"SB37","SB6","SB37_SB6",0,0,0,0,"f","m",0,0
"SB53","SB6","SB53_SB6",0,0,0,0,"f","m",0,0
"SB11","SB6","SB11_SB6",1,0,0,0,"f","m",0,0.5
"SB57","SB6","SB57_SB6",0,0,0,2,"m","m",0,0
"SB146","SB6","SB146_SB6",0,0,0,2,"m","m",0,0
"SB66","SB6","SB6_SB66",0,2,0,0,"m","m",0,0
"SB133","SB6","SB133_SB6",0,2,0,0,"m","m",0,0
"SB52","SB6","SB52_SB6",0,2,0,0,"m","m",0,0
"SB17","SB6","SB17_SB6",0,0,0,1,"f","m",0,0
"SB118","SB6","SB118_SB6",0,0,0,0,"f","m",0,0
"SB114","SB6","SB114_SB6",0,0,0,0,"f","m",0,0
"SB176","SB6","SB176_SB6",0,0,0,0,"m","m",0,0
"SB179","SB6","SB179_SB6",0,0,0,0,"f","m",0,0
"SB178","SB6","SB178_SB6",0,0,0,0,"m","m",0,0
"SB67","SB6","SB6_SB67",0,0,0,0,"f","m",0,0
"SB154","SB6","SB154_SB6",0,0,0,0,"m","m",0,0
"SB68","SB6","SB6_SB68",0,0,0,0,"m","m",0,0
"SB75","SB6","SB6_SB75",0,0,0,0,"f","m",0,0
"SB65","SB6","SB6_SB65",0,0,0,0,"f","m",0,0
"SB74","SB6","SB6_SB74",0,0,0,0,"m","m",0,0
"SB82","SB6","SB6_SB82",0,0,0,0,"m","m",0,0
"SB18","SB6","SB18_SB6",0,0,0,0,"m","m",0,0
"SB124","SB6","SB124_SB6",0,0,0,0,"m","m",0,0
"SB26","SB6","SB26_SB6",0,0,0,0,"m","m",0,0
"SB33","SB6","SB33_SB6",0,0,0,0,"m","m",0,0
"SB1","SB6","SB1_SB6",0,0,0,0,"m","m",0,0.5
"SB38","SB6","SB38_SB6",0,2,0,2,"m","m",0,0
"SB10","SB6","SB10_SB6",0,1,0,0,"m","m",0,0
"SB102","SB6","SB102_SB6",0,0,0,0,"m","m",0,0
"SB106","SB6","SB106_SB6",0,0,0,0,"m","m",0,0
"SB116","SB6","SB116_SB6",0,0,0,0,"m","m",0,0
"SB88","SB6","SB6_SB88",0,0,0,0,"m","m",0,0
"SB80","SB6","SB6_SB80",0,0,0,0,"f","m",0,0
"SB79","SB6","SB6_SB79",0,0,0,0,"m","m",0,0
"SB19","SB47","SB19_SB47",1,0,0,0,"m","f",0,0
"SB46","SB47","SB46_SB47",1,3,0,0,"m","f",1,0
"SB61","SB47","SB47_SB61",0,1,0,0,"m","f",0,0.5
"SB34","SB47","SB34_SB47",3,4,1,4,"f","f",0,0
"SB39","SB47","SB39_SB47",3,2,0,2,"f","f",0,0
"SB7","SB47","SB47_SB7",2,0,0,0,"f","f",0,0
"SB58","SB47","SB47_SB58",3,1,0,2,"f","f",0,0.5
"SB37","SB47","SB37_SB47",2,0,0,1,"f","f",0,0.125
"SB53","SB47","SB47_SB53",2,2,1,0,"f","f",0,0
"SB11","SB47","SB11_SB47",1,2,1,1,"f","f",0,0
"SB57","SB47","SB47_SB57",1,0,0,0,"m","f",0,0.5
"SB146","SB47","SB146_SB47",0,0,0,0,"m","f",0,0.5
"SB66","SB47","SB47_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB47","SB133_SB47",0,0,0,0,"m","f",0,0
"SB52","SB47","SB47_SB52",0,0,0,0,"m","f",0,0.0625
"SB17","SB47","SB17_SB47",0,0,0,0,"f","f",0,0
"SB118","SB47","SB118_SB47",0,0,0,0,"f","f",0,0
"SB114","SB47","SB114_SB47",0,0,0,0,"f","f",0,0
"SB176","SB47","SB176_SB47",0,0,0,0,"m","f",0,0
"SB179","SB47","SB179_SB47",0,0,0,0,"f","f",0,0
"SB178","SB47","SB178_SB47",0,0,0,0,"m","f",0,0
"SB67","SB47","SB47_SB67",0,0,0,0,"f","f",0,0
"SB154","SB47","SB154_SB47",0,0,0,0,"m","f",0,0
"SB68","SB47","SB47_SB68",0,0,0,0,"m","f",0,0.015625
"SB75","SB47","SB47_SB75",0,0,0,0,"f","f",0,0
"SB65","SB47","SB47_SB65",0,0,0,0,"f","f",0,0
"SB74","SB47","SB47_SB74",0,0,0,0,"m","f",0,0
"SB82","SB47","SB47_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB47","SB18_SB47",0,0,0,0,"m","f",0,0
"SB124","SB47","SB124_SB47",0,0,0,0,"m","f",0,0.03125
"SB26","SB47","SB26_SB47",0,0,0,0,"m","f",0,0
"SB33","SB47","SB33_SB47",0,0,0,0,"m","f",0,0.0625
"SB1","SB47","SB1_SB47",0,0,0,0,"m","f",0,0
"SB38","SB47","SB38_SB47",1,0,0,0,"m","f",0,0
"SB10","SB47","SB10_SB47",1,0,0,0,"m","f",0,0
"SB102","SB47","SB102_SB47",0,0,0,0,"m","f",0,0
"SB106","SB47","SB106_SB47",0,0,0,0,"m","f",0,0
"SB116","SB47","SB116_SB47",0,0,0,0,"m","f",0,0
"SB88","SB47","SB47_SB88",0,0,0,0,"m","f",0,0
"SB80","SB47","SB47_SB80",0,0,0,0,"f","f",0,0
"SB79","SB47","SB47_SB79",0,0,0,0,"m","f",0,0
"SB46","SB19","SB19_SB46",1,1,0,4,"m","m",0,0.5
"SB61","SB19","SB19_SB61",0,0,0,0,"m","m",0,0.25
"SB34","SB19","SB19_SB34",0,0,0,0,"f","m",0,0.25
"SB39","SB19","SB19_SB39",0,0,0,0,"f","m",0,0
"SB7","SB19","SB19_SB7",0,0,0,0,"f","m",0,0.5
"SB58","SB19","SB19_SB58",0,0,0,0,"f","m",0,0
"SB37","SB19","SB19_SB37",0,0,0,0,"f","m",0,0
"SB53","SB19","SB19_SB53",0,0,0,0,"f","m",0,0
"SB11","SB19","SB11_SB19",0,0,0,0,"f","m",0,0.25
"SB57","SB19","SB19_SB57",0,0,0,0,"m","m",0,0
"SB146","SB19","SB146_SB19",0,0,0,0,"m","m",0,0
"SB66","SB19","SB19_SB66",0,0,0,0,"m","m",0,0.0625
"SB133","SB19","SB133_SB19",0,0,0,0,"m","m",0,0
"SB52","SB19","SB19_SB52",0,0,0,0,"m","m",0,0
"SB17","SB19","SB17_SB19",0,0,0,0,"f","m",0,0
"SB118","SB19","SB118_SB19",0,0,0,0,"f","m",0,0
"SB114","SB19","SB114_SB19",0,0,0,0,"f","m",0,0
"SB176","SB19","SB176_SB19",0,0,0,0,"m","m",0,0
"SB179","SB19","SB179_SB19",0,0,0,0,"f","m",0,0
"SB178","SB19","SB178_SB19",0,0,0,0,"m","m",0,0
"SB67","SB19","SB19_SB67",0,0,0,0,"f","m",0,0
"SB154","SB19","SB154_SB19",0,0,0,0,"m","m",0,0
"SB68","SB19","SB19_SB68",0,0,0,0,"m","m",0,0.03125
"SB75","SB19","SB19_SB75",0,0,0,0,"f","m",0,0.0625
"SB65","SB19","SB19_SB65",0,0,0,0,"f","m",0,0.125
"SB74","SB19","SB19_SB74",0,0,0,0,"m","m",0,0
"SB82","SB19","SB19_SB82",0,0,0,0,"m","m",0,0.0625
"SB18","SB19","SB18_SB19",0,0,0,2,"m","m",0,0
"SB124","SB19","SB124_SB19",0,0,0,0,"m","m",0,0
"SB26","SB19","SB19_SB26",0,0,0,2,"m","m",0,0
"SB33","SB19","SB19_SB33",0,0,0,0,"m","m",0,0
"SB1","SB19","SB1_SB19",0,0,0,0,"m","m",0,0.25
"SB38","SB19","SB19_SB38",0,2,0,0,"m","m",0,0
"SB10","SB19","SB10_SB19",0,0,0,0,"m","m",0,0
"SB102","SB19","SB102_SB19",0,0,0,0,"m","m",0,0
"SB106","SB19","SB106_SB19",0,0,0,0,"m","m",0,0
"SB116","SB19","SB116_SB19",0,0,0,0,"m","m",0,0
"SB88","SB19","SB19_SB88",0,0,0,0,"m","m",0,0
"SB80","SB19","SB19_SB80",0,0,0,0,"f","m",0,0
"SB79","SB19","SB19_SB79",0,0,0,0,"m","m",0,0
"SB61","SB46","SB46_SB61",0,1,2,0,"m","m",0,0.5
"SB34","SB46","SB34_SB46",0,0,0,0,"f","m",0,0.25
"SB39","SB46","SB39_SB46",0,0,0,0,"f","m",0,0
"SB7","SB46","SB46_SB7",0,0,0,0,"f","m",0,0.5
"SB58","SB46","SB46_SB58",0,1,1,0,"f","m",0,0
"SB37","SB46","SB37_SB46",0,0,0,0,"f","m",0,0
"SB53","SB46","SB46_SB53",0,0,0,0,"f","m",0,0
"SB11","SB46","SB11_SB46",0,0,0,0,"f","m",0,0.25
"SB57","SB46","SB46_SB57",0,0,0,0,"m","m",0,0
"SB146","SB46","SB146_SB46",0,0,0,0,"m","m",0,0
"SB66","SB46","SB46_SB66",0,0,0,0,"m","m",0,0.0625
"SB133","SB46","SB133_SB46",0,0,0,0,"m","m",0,0
"SB52","SB46","SB46_SB52",0,0,0,0,"m","m",0,0
"SB17","SB46","SB17_SB46",0,0,0,0,"f","m",0,0
"SB118","SB46","SB118_SB46",0,0,0,0,"f","m",0,0
"SB114","SB46","SB114_SB46",0,0,0,0,"f","m",0,0
"SB176","SB46","SB176_SB46",0,0,0,0,"m","m",0,0
"SB179","SB46","SB179_SB46",0,0,0,0,"f","m",0,0
"SB178","SB46","SB178_SB46",0,0,0,0,"m","m",0,0
"SB67","SB46","SB46_SB67",0,0,0,0,"f","m",0,0
"SB154","SB46","SB154_SB46",0,0,0,0,"m","m",0,0
"SB68","SB46","SB46_SB68",0,0,0,0,"m","m",0,0.03125
"SB75","SB46","SB46_SB75",0,0,0,0,"f","m",0,0.0625
"SB65","SB46","SB46_SB65",0,0,0,0,"f","m",0,0.125
"SB74","SB46","SB46_SB74",0,0,0,0,"m","m",0,0
"SB82","SB46","SB46_SB82",0,0,0,0,"m","m",0,0.0625
"SB18","SB46","SB18_SB46",0,0,0,0,"m","m",0,0
"SB124","SB46","SB124_SB46",0,0,0,0,"m","m",0,0
"SB26","SB46","SB26_SB46",0,0,0,0,"m","m",0,0
"SB33","SB46","SB33_SB46",0,0,0,0,"m","m",0,0
"SB1","SB46","SB1_SB46",0,0,0,0,"m","m",0,0.25
"SB38","SB46","SB38_SB46",0,2,0,2,"m","m",0,0
"SB10","SB46","SB10_SB46",0,0,0,0,"m","m",0,0
"SB102","SB46","SB102_SB46",0,0,0,0,"m","m",0,0
"SB106","SB46","SB106_SB46",0,0,0,0,"m","m",0,0
"SB116","SB46","SB116_SB46",0,0,0,0,"m","m",0,0
"SB88","SB46","SB46_SB88",0,0,0,0,"m","m",0,0
"SB80","SB46","SB46_SB80",0,0,0,0,"f","m",0,0
"SB79","SB46","SB46_SB79",0,0,0,0,"m","m",0,0
"SB34","SB61","SB34_SB61",0,0,0,0,"f","m",0,0.125
"SB39","SB61","SB39_SB61",0,0,0,0,"f","m",0,0
"SB7","SB61","SB61_SB7",0,0,0,0,"f","m",0,0.25
"SB58","SB61","SB58_SB61",2,1,0,0,"f","m",0,0.25
"SB37","SB61","SB37_SB61",0,0,0,0,"f","m",0,0.0625
"SB53","SB61","SB53_SB61",0,0,0,0,"f","m",0,0
"SB11","SB61","SB11_SB61",0,0,0,0,"f","m",0,0.125
"SB57","SB61","SB57_SB61",0,0,0,0,"m","m",0,0.25
"SB146","SB61","SB146_SB61",0,0,0,0,"m","m",0,0.25
"SB66","SB61","SB61_SB66",0,0,0,0,"m","m",0,0.046875
"SB133","SB61","SB133_SB61",0,0,0,0,"m","m",0,0
"SB52","SB61","SB52_SB61",0,0,0,0,"m","m",0,0.03125
"SB17","SB61","SB17_SB61",0,0,0,0,"f","m",0,0
"SB118","SB61","SB118_SB61",0,0,0,0,"f","m",0,0
"SB114","SB61","SB114_SB61",0,0,0,0,"f","m",0,0
"SB176","SB61","SB176_SB61",0,0,0,0,"m","m",0,0
"SB179","SB61","SB179_SB61",0,0,0,0,"f","m",0,0
"SB178","SB61","SB178_SB61",0,0,0,0,"m","m",0,0
"SB67","SB61","SB61_SB67",0,0,0,0,"f","m",0,0
"SB154","SB61","SB154_SB61",0,0,0,0,"m","m",0,0
"SB68","SB61","SB61_SB68",0,0,0,0,"m","m",0,0.0234375
"SB75","SB61","SB61_SB75",0,0,0,0,"f","m",0,0.03125
"SB65","SB61","SB61_SB65",0,0,0,0,"f","m",0,0.0625
"SB74","SB61","SB61_SB74",0,0,0,0,"m","m",0,0
"SB82","SB61","SB61_SB82",0,0,0,0,"m","m",0,0.046875
"SB18","SB61","SB18_SB61",0,0,0,0,"m","m",0,0
"SB124","SB61","SB124_SB61",0,0,0,0,"m","m",0,0.015625
"SB26","SB61","SB26_SB61",0,0,0,3,"m","m",0,0
"SB33","SB61","SB33_SB61",0,0,0,2,"m","m",0,0.03125
"SB1","SB61","SB1_SB61",0,0,0,1,"m","m",0,0.125
"SB38","SB61","SB38_SB61",0,0,0,0,"m","m",0,0
"SB10","SB61","SB10_SB61",0,0,0,1,"m","m",0,0
"SB102","SB61","SB102_SB61",0,0,0,0,"m","m",0,0
"SB106","SB61","SB106_SB61",0,0,0,0,"m","m",0,0
"SB116","SB61","SB116_SB61",0,0,0,0,"m","m",0,0
"SB88","SB61","SB61_SB88",0,0,0,0,"m","m",0,0
"SB80","SB61","SB61_SB80",0,0,0,0,"f","m",0,0
"SB79","SB61","SB61_SB79",0,0,0,0,"m","m",0,0
"SB39","SB34","SB34_SB39",1,0,0,1,"f","f",0,0
"SB7","SB34","SB34_SB7",3,0,0,0,"f","f",0,0.5
"SB58","SB34","SB34_SB58",0,0,0,0,"f","f",0,0
"SB37","SB34","SB34_SB37",0,0,0,0,"f","f",0,0
"SB53","SB34","SB34_SB53",1,0,0,0,"f","f",0,0
"SB11","SB34","SB11_SB34",2,1,3,3,"f","f",0,0.5
"SB57","SB34","SB34_SB57",0,0,0,0,"m","f",0,0
"SB146","SB34","SB146_SB34",0,0,0,0,"m","f",0,0
"SB66","SB34","SB34_SB66",0,0,0,0,"m","f",0,0.03125
"SB133","SB34","SB133_SB34",0,0,0,0,"m","f",0,0
"SB52","SB34","SB34_SB52",0,0,0,0,"m","f",0,0
"SB17","SB34","SB17_SB34",0,0,0,0,"f","f",0,0
"SB118","SB34","SB118_SB34",0,0,0,0,"f","f",0,0
"SB114","SB34","SB114_SB34",0,0,0,0,"f","f",0,0
"SB176","SB34","SB176_SB34",0,0,0,0,"m","f",0,0
"SB179","SB34","SB179_SB34",0,0,0,0,"f","f",0,0
"SB178","SB34","SB178_SB34",0,0,0,0,"m","f",0,0
"SB67","SB34","SB34_SB67",0,0,0,0,"f","f",0,0
"SB154","SB34","SB154_SB34",0,0,0,0,"m","f",0,0
"SB68","SB34","SB34_SB68",0,0,0,0,"m","f",0,0.015625
"SB75","SB34","SB34_SB75",0,0,0,0,"f","f",0,0.03125
"SB65","SB34","SB34_SB65",0,0,0,0,"f","f",0,0.0625
"SB74","SB34","SB34_SB74",0,0,0,0,"m","f",0,0
"SB82","SB34","SB34_SB82",0,0,0,0,"m","f",0,0.03125
"SB18","SB34","SB18_SB34",0,0,0,0,"m","f",0,0
"SB124","SB34","SB124_SB34",0,0,0,0,"m","f",0,0
"SB26","SB34","SB26_SB34",0,0,0,0,"m","f",0,0
"SB33","SB34","SB33_SB34",2,4,4,0,"m","f",1,0
"SB1","SB34","SB1_SB34",1,0,0,0,"m","f",0,0.5
"SB38","SB34","SB34_SB38",1,0,0,0,"m","f",0,0
"SB10","SB34","SB10_SB34",1,0,0,0,"m","f",0,0
"SB102","SB34","SB102_SB34",0,0,0,0,"m","f",0,0
"SB106","SB34","SB106_SB34",0,0,0,0,"m","f",0,0
"SB116","SB34","SB116_SB34",0,0,0,0,"m","f",0,0
"SB88","SB34","SB34_SB88",0,0,0,0,"m","f",0,0
"SB80","SB34","SB34_SB80",0,0,0,0,"f","f",0,0
"SB79","SB34","SB34_SB79",0,0,0,0,"m","f",0,0
"SB7","SB39","SB39_SB7",0,0,0,0,"f","f",0,0
"SB58","SB39","SB39_SB58",0,0,0,0,"f","f",0,0
"SB37","SB39","SB37_SB39",2,0,0,1,"f","f",0,0.125
"SB53","SB39","SB39_SB53",0,0,0,0,"f","f",0,0
"SB11","SB39","SB11_SB39",0,0,0,0,"f","f",0,0
"SB57","SB39","SB39_SB57",0,0,0,0,"m","f",0,0
"SB146","SB39","SB146_SB39",0,0,0,0,"m","f",0,0
"SB66","SB39","SB39_SB66",0,0,0,0,"m","f",0,0
"SB133","SB39","SB133_SB39",0,0,0,0,"m","f",0,0
"SB52","SB39","SB39_SB52",0,0,0,0,"m","f",0,0.0625
"SB17","SB39","SB17_SB39",0,0,0,0,"f","f",0,0
"SB118","SB39","SB118_SB39",0,0,0,0,"f","f",0,0
"SB114","SB39","SB114_SB39",0,0,0,0,"f","f",0,0
"SB176","SB39","SB176_SB39",0,0,0,0,"m","f",0,0
"SB179","SB39","SB179_SB39",0,0,0,0,"f","f",0,0
"SB178","SB39","SB178_SB39",0,0,0,0,"m","f",0,0
"SB67","SB39","SB39_SB67",0,0,0,0,"f","f",0,0
"SB154","SB39","SB154_SB39",0,0,0,0,"m","f",0,0
"SB68","SB39","SB39_SB68",0,0,0,0,"m","f",0,0
"SB75","SB39","SB39_SB75",0,0,0,0,"f","f",0,0
"SB65","SB39","SB39_SB65",0,0,0,0,"f","f",0,0
"SB74","SB39","SB39_SB74",0,0,0,0,"m","f",0,0
"SB82","SB39","SB39_SB82",0,0,0,0,"m","f",0,0
"SB18","SB39","SB18_SB39",0,0,0,0,"m","f",0,0
"SB124","SB39","SB124_SB39",0,0,0,0,"m","f",0,0
"SB26","SB39","SB26_SB39",0,0,0,0,"m","f",0,0
"SB33","SB39","SB33_SB39",2,2,1,0,"m","f",0,0.0625
"SB1","SB39","SB1_SB39",0,0,0,0,"m","f",0,0
"SB38","SB39","SB38_SB39",2,2,1,0,"m","f",1,0
"SB10","SB39","SB10_SB39",1,0,0,0,"m","f",0,0
"SB102","SB39","SB102_SB39",0,0,0,0,"m","f",0,0
"SB106","SB39","SB106_SB39",0,0,0,0,"m","f",0,0
"SB116","SB39","SB116_SB39",0,0,0,0,"m","f",0,0
"SB88","SB39","SB39_SB88",0,0,0,0,"m","f",0,0
"SB80","SB39","SB39_SB80",0,0,0,0,"f","f",0,0
"SB79","SB39","SB39_SB79",0,0,0,0,"m","f",0,0
"SB58","SB7","SB58_SB7",0,0,0,0,"f","f",0,0
"SB37","SB7","SB37_SB7",0,0,0,0,"f","f",0,0
"SB53","SB7","SB53_SB7",0,0,0,0,"f","f",0,0
"SB11","SB7","SB11_SB7",0,0,0,0,"f","f",0,0.5
"SB57","SB7","SB57_SB7",0,0,0,0,"m","f",0,0
"SB146","SB7","SB146_SB7",0,0,0,0,"m","f",0,0
"SB66","SB7","SB66_SB7",0,0,0,0,"m","f",0,0.0625
"SB133","SB7","SB133_SB7",0,0,0,0,"m","f",0,0
"SB52","SB7","SB52_SB7",0,0,0,0,"m","f",0,0
"SB17","SB7","SB17_SB7",0,0,0,0,"f","f",0,0
"SB118","SB7","SB118_SB7",0,0,0,0,"f","f",0,0
"SB114","SB7","SB114_SB7",0,0,0,0,"f","f",0,0
"SB176","SB7","SB176_SB7",0,0,0,0,"m","f",0,0
"SB179","SB7","SB179_SB7",0,0,0,0,"f","f",0,0
"SB178","SB7","SB178_SB7",0,0,0,0,"m","f",0,0
"SB67","SB7","SB67_SB7",0,0,0,0,"f","f",0,0
"SB154","SB7","SB154_SB7",0,0,0,0,"m","f",0,0
"SB68","SB7","SB68_SB7",0,0,0,0,"m","f",0,0.03125
"SB75","SB7","SB7_SB75",0,0,0,0,"f","f",0,0.0625
"SB65","SB7","SB65_SB7",0,0,0,0,"f","f",0,0.125
"SB74","SB7","SB7_SB74",0,0,0,0,"m","f",0,0
"SB82","SB7","SB7_SB82",0,0,0,0,"m","f",0,0.0625
"SB18","SB7","SB18_SB7",0,0,0,0,"m","f",0,0
"SB124","SB7","SB124_SB7",0,0,0,0,"m","f",0,0
"SB26","SB7","SB26_SB7",0,0,0,0,"m","f",0,0
"SB33","SB7","SB33_SB7",0,0,0,0,"m","f",0,0
"SB1","SB7","SB1_SB7",0,0,0,0,"m","f",0,0.5
"SB38","SB7","SB38_SB7",0,0,0,0,"m","f",0,0
"SB10","SB7","SB10_SB7",1,1,0,0,"m","f",0,0
"SB102","SB7","SB102_SB7",0,0,0,0,"m","f",0,0
"SB106","SB7","SB106_SB7",0,0,0,0,"m","f",0,0
"SB116","SB7","SB116_SB7",0,0,0,0,"m","f",0,0
"SB88","SB7","SB7_SB88",0,0,0,0,"m","f",0,0
"SB80","SB7","SB7_SB80",0,0,0,0,"f","f",0,0
"SB79","SB7","SB7_SB79",0,0,0,0,"m","f",0,0
"SB37","SB58","SB37_SB58",1,0,0,1,"f","f",0,0
"SB53","SB58","SB53_SB58",2,0,0,0,"f","f",0,0
"SB11","SB58","SB11_SB58",0,0,0,0,"f","f",0,0
"SB57","SB58","SB57_SB58",2,3,0,0,"m","f",1,0
"SB146","SB58","SB146_SB58",0,1,1,0,"m","f",0,0.5
"SB66","SB58","SB58_SB66",0,0,0,0,"m","f",0,0
"SB133","SB58","SB133_SB58",0,0,0,0,"m","f",0,0
"SB52","SB58","SB52_SB58",0,0,0,0,"m","f",0,0
"SB17","SB58","SB17_SB58",0,0,0,0,"f","f",0,0
"SB118","SB58","SB118_SB58",0,0,0,0,"f","f",0,0
"SB114","SB58","SB114_SB58",0,0,0,0,"f","f",0,0
"SB176","SB58","SB176_SB58",0,0,0,0,"m","f",0,0
"SB179","SB58","SB179_SB58",0,0,0,0,"f","f",0,0
"SB178","SB58","SB178_SB58",0,0,0,0,"m","f",0,0
"SB67","SB58","SB58_SB67",0,0,0,0,"f","f",0,0
"SB154","SB58","SB154_SB58",0,0,0,0,"m","f",0,0
"SB68","SB58","SB58_SB68",0,0,0,0,"m","f",0,0
"SB75","SB58","SB58_SB75",0,0,0,0,"f","f",0,0
"SB65","SB58","SB58_SB65",0,0,0,0,"f","f",0,0
"SB74","SB58","SB58_SB74",0,0,0,0,"m","f",0,0
"SB82","SB58","SB58_SB82",0,0,0,0,"m","f",0,0
"SB18","SB58","SB18_SB58",0,0,0,0,"m","f",0,0
"SB124","SB58","SB124_SB58",0,0,0,0,"m","f",0,0
"SB26","SB58","SB26_SB58",0,0,0,0,"m","f",0,0
"SB33","SB58","SB33_SB58",0,0,0,0,"m","f",0,0
"SB1","SB58","SB1_SB58",0,0,0,0,"m","f",0,0
"SB38","SB58","SB38_SB58",0,0,0,0,"m","f",0,0
"SB10","SB58","SB10_SB58",1,0,0,0,"m","f",0,0
"SB102","SB58","SB102_SB58",0,0,0,0,"m","f",0,0
"SB106","SB58","SB106_SB58",0,0,0,0,"m","f",0,0
"SB116","SB58","SB116_SB58",0,0,0,0,"m","f",0,0
"SB88","SB58","SB58_SB88",0,0,0,0,"m","f",0,0
"SB80","SB58","SB58_SB80",0,0,0,0,"f","f",0,0
"SB79","SB58","SB58_SB79",0,0,0,0,"m","f",0,0
"SB53","SB37","SB37_SB53",0,0,0,0,"f","f",0,0
"SB11","SB37","SB11_SB37",0,0,0,0,"f","f",0,0
"SB57","SB37","SB37_SB57",0,0,0,0,"m","f",0,0.25
"SB146","SB37","SB146_SB37",0,0,0,0,"m","f",0,0.125
"SB66","SB37","SB37_SB66",0,0,0,0,"m","f",0,0.0625
"SB133","SB37","SB133_SB37",0,0,0,0,"m","f",0,0
"SB52","SB37","SB37_SB52",2,1,1,0,"m","f",0,0.5
"SB17","SB37","SB17_SB37",0,0,0,2,"f","f",0,0
"SB118","SB37","SB118_SB37",0,0,0,0,"f","f",0,0
"SB114","SB37","SB114_SB37",0,0,0,0,"f","f",0,0
"SB176","SB37","SB176_SB37",0,0,0,0,"m","f",0,0
"SB179","SB37","SB179_SB37",0,0,0,0,"f","f",0,0
"SB178","SB37","SB178_SB37",0,0,0,0,"m","f",0,0
"SB67","SB37","SB37_SB67",0,0,0,0,"f","f",0,0
"SB154","SB37","SB154_SB37",0,0,0,0,"m","f",0,0
"SB68","SB37","SB37_SB68",0,0,0,0,"m","f",0,0.03125
"SB75","SB37","SB37_SB75",0,0,0,0,"f","f",0,0
"SB65","SB37","SB37_SB65",0,0,0,0,"f","f",0,0
"SB74","SB37","SB37_SB74",0,0,0,0,"m","f",0,0
"SB82","SB37","SB37_SB82",0,0,0,0,"m","f",0,0.0625
"SB18","SB37","SB18_SB37",0,0,0,0,"m","f",0,0
"SB124","SB37","SB124_SB37",0,0,0,0,"m","f",0,0.0625
"SB26","SB37","SB26_SB37",0,0,0,0,"m","f",0,0
"SB33","SB37","SB33_SB37",1,2,2,0,"m","f",0,0.5
"SB1","SB37","SB1_SB37",0,0,0,0,"m","f",0,0
"SB38","SB37","SB37_SB38",0,0,0,0,"m","f",0,0
"SB10","SB37","SB10_SB37",1,0,0,0,"m","f",0,0
"SB102","SB37","SB102_SB37",0,0,0,0,"m","f",0,0
"SB106","SB37","SB106_SB37",0,0,0,0,"m","f",0,0
"SB116","SB37","SB116_SB37",0,0,0,0,"m","f",0,0
"SB88","SB37","SB37_SB88",0,0,0,0,"m","f",0,0
"SB80","SB37","SB37_SB80",0,0,0,0,"f","f",0,0
"SB79","SB37","SB37_SB79",0,0,0,0,"m","f",0,0
"SB11","SB53","SB11_SB53",0,0,0,0,"f","f",0,0
"SB57","SB53","SB53_SB57",0,0,0,0,"m","f",0,0
